entidad,record_id,record_type,source_sheet,source_row,project_id,project_name,project_name_raw,project_type,product_label,template_key,process,activity_type,task_id,task_name,task_hours,task_start_date,task_end_date,task_done,task_status,task_priority,task_owner,task_overdue,task_notes,template_task_key,meeting_id,meeting_name,meeting_date,meeting_time,meeting_type,meeting_status,meeting_attendees,meeting_notes,communication_id,communication_date,communication_time,communication_type,communication_result,communication_notes,invoice_id,invoice_name,invoice_amount,invoice_sent_date,invoice_due_date,invoice_status,invoice_notes,user_id,user_name,user_role,config_group,config_key,config_value,config_definition,metric_name,metric_value,raw_row_json,raw_formulas_json,project_template_key,template_relation_type,template_match_status,template_process_key,template_activity_key
proyectos,PRJ0011,project,🗂️Base de datos del proyecto,32,PRJ0011,Cet,Cet ,Soporte,Evolutivo inscripción,support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""project_name_raw"": ""Cet "", ""project_name"": ""Cet"", ""project_category"": ""Soporte"", ""project_status"": ""En curso"", ""project_priority"": ""Alto"", ""product_label"": ""Evolutivo inscripción"", ""project_start_date"": ""2025-05-08"", ""project_due_date"": """", ""project_end_date"": """", ""project_progress"": 0.5, ""project_done"": false, ""project_owner"": """", ""project_collaborators"": """", ""project_estimated_value"": ""$"", ""project_document_links"": """", ""project_status_update"": """", ""raci_responsible"": """", ""raci_accountable"": """", ""raci_consulted"": """", ""raci_informed"": """", ""task_count"": 1.0, ""overdue_task_count"": 0.0, ""meeting_count"": 0.0, ""call_count"": 0.0, ""email_count"": 0.0, ""communication_count"": 0.0, ""next_meeting_date"": ""N/A"", ""last_meeting_date"": ""N/A"", ""last_meeting_notes"": """", ""last_communication_date"": ""N/A"", ""last_communication_type"": """", ""last_communication_notes"": """"}",{},support,PROJECT_TO_TEMPLATE,DIRECT_PROJECT_TEMPLATE_BINDING,,
proyectos,PRJ0012,project,🗂️Base de datos del proyecto,33,PRJ0012,Col Pres,Col Pres,Soporte,Marco común curricular,support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""project_name_raw"": ""Col Pres"", ""project_name"": ""Col Pres"", ""project_category"": ""Soporte"", ""project_status"": ""En curso"", ""project_priority"": ""Alto"", ""product_label"": ""Marco común curricular"", ""project_start_date"": ""2025-03-21"", ""project_due_date"": """", ""project_end_date"": ""2025-08-21"", ""project_progress"": 0.61, ""project_done"": false, ""project_owner"": ""Carmen Donoso"", ""project_collaborators"": """", ""project_estimated_value"": ""$"", ""project_document_links"": """", ""project_status_update"": """", ""raci_responsible"": ""Carmen Donoso"", ""raci_accountable"": """", ""raci_consulted"": """", ""raci_informed"": """", ""task_count"": 0.0, ""overdue_task_count"": 0.0, ""meeting_count"": 0.0, ""call_count"": 0.0, ""email_count"": 0.0, ""communication_count"": 0.0, ""next_meeting_date"": ""N/A"", ""last_meeting_date"": ""N/A"", ""last_meeting_notes"": """", ""last_communication_date"": ""N/A"", ""last_communication_type"": """", ""last_communication_notes"": """"}",{},support,PROJECT_TO_TEMPLATE,DIRECT_PROJECT_TEMPLATE_BINDING,,
proyectos,PRJ0013,project,🗂️Base de datos del proyecto,34,PRJ0013,Aspaen,Aspaen,Soporte,Schoolpack,support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""project_name_raw"": ""Aspaen"", ""project_name"": ""Aspaen"", ""project_category"": ""Soporte"", ""project_status"": ""En curso"", ""project_priority"": ""Alto"", ""product_label"": ""Schoolpack"", ""project_start_date"": """", ""project_due_date"": """", ""project_end_date"": """", ""project_progress"": 0.0, ""project_done"": false, ""project_owner"": ""Desarrollo"", ""project_collaborators"": """", ""project_estimated_value"": ""$"", ""project_document_links"": """", ""project_status_update"": """", ""raci_responsible"": ""Desarrollo"", ""raci_accountable"": """", ""raci_consulted"": """", ""raci_informed"": """", ""task_count"": 3.0, ""overdue_task_count"": 0.0, ""meeting_count"": 0.0, ""call_count"": 0.0, ""email_count"": 0.0, ""communication_count"": 0.0, ""next_meeting_date"": ""N/A"", ""last_meeting_date"": ""N/A"", ""last_meeting_notes"": """", ""last_communication_date"": ""N/A"", ""last_communication_type"": """", ""last_communication_notes"": """"}",{},support,PROJECT_TO_TEMPLATE,DIRECT_PROJECT_TEMPLATE_BINDING,,
proyectos,PRJ0014,project,🗂️Base de datos del proyecto,35,PRJ0014,San Jose de las Vegas,San Jose de las Vegas,Soporte,Schoolpack,support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""project_name_raw"": ""San Jose de las Vegas"", ""project_name"": ""San Jose de las Vegas"", ""project_category"": ""Soporte"", ""project_status"": ""En curso"", ""project_priority"": ""Medio"", ""product_label"": ""Schoolpack"", ""project_start_date"": """", ""project_due_date"": """", ""project_end_date"": """", ""project_progress"": 0.0, ""project_done"": false, ""project_owner"": """", ""project_collaborators"": """", ""project_estimated_value"": ""$"", ""project_document_links"": """", ""project_status_update"": """", ""raci_responsible"": """", ""raci_accountable"": """", ""raci_consulted"": """", ""raci_informed"": """", ""task_count"": 6.0, ""overdue_task_count"": 0.0, ""meeting_count"": 0.0, ""call_count"": 0.0, ""email_count"": 0.0, ""communication_count"": 0.0, ""next_meeting_date"": ""N/A"", ""last_meeting_date"": ""N/A"", ""last_meeting_notes"": """", ""last_communication_date"": ""N/A"", ""last_communication_type"": """", ""last_communication_notes"": """"}",{},support,PROJECT_TO_TEMPLATE,DIRECT_PROJECT_TEMPLATE_BINDING,,
proyectos,PRJ0015,project,🗂️Base de datos del proyecto,36,PRJ0015,KIAI,KIAI,Soporte,Schoolpack,support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""project_name_raw"": ""KIAI"", ""project_name"": ""KIAI"", ""project_category"": ""Soporte"", ""project_status"": ""En curso"", ""project_priority"": ""Medio"", ""product_label"": ""Schoolpack"", ""project_start_date"": ""2025-08-08"", ""project_due_date"": """", ""project_end_date"": ""2025-09-04"", ""project_progress"": 0.0, ""project_done"": false, ""project_owner"": """", ""project_collaborators"": """", ""project_estimated_value"": ""$"", ""project_document_links"": """", ""project_status_update"": """", ""raci_responsible"": """", ""raci_accountable"": """", ""raci_consulted"": """", ""raci_informed"": """", ""task_count"": 9.0, ""overdue_task_count"": 0.0, ""meeting_count"": 0.0, ""call_count"": 0.0, ""email_count"": 0.0, ""communication_count"": 0.0, ""next_meeting_date"": ""N/A"", ""last_meeting_date"": ""N/A"", ""last_meeting_notes"": """", ""last_communication_date"": ""N/A"", ""last_communication_type"": """", ""last_communication_notes"": """"}",{},support,PROJECT_TO_TEMPLATE,DIRECT_PROJECT_TEMPLATE_BINDING,,
proyectos,PRJ0016,project,🗂️Base de datos del proyecto,37,PRJ0016,Sigmund Freud,Sigmund Freud,Soporte,Implementado,support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""project_name_raw"": ""Sigmund Freud"", ""project_name"": ""Sigmund Freud"", ""project_category"": ""Soporte"", ""project_status"": ""En curso"", ""project_priority"": ""Medio"", ""product_label"": ""Implementado"", ""project_start_date"": ""2025-08-20"", ""project_due_date"": """", ""project_end_date"": """", ""project_progress"": 0.15, ""project_done"": false, ""project_owner"": ""Jhoec Camayo"", ""project_collaborators"": """", ""project_estimated_value"": ""$"", ""project_document_links"": """", ""project_status_update"": """", ""raci_responsible"": ""Jhoec Camayo"", ""raci_accountable"": """", ""raci_consulted"": """", ""raci_informed"": """", ""task_count"": 31.0, ""overdue_task_count"": 4.0, ""meeting_count"": 0.0, ""call_count"": 0.0, ""email_count"": 0.0, ""communication_count"": 0.0, ""next_meeting_date"": ""N/A"", ""last_meeting_date"": ""N/A"", ""last_meeting_notes"": """", ""last_communication_date"": ""N/A"", ""last_communication_type"": """", ""last_communication_notes"": """"}",{},support,PROJECT_TO_TEMPLATE,DIRECT_PROJECT_TEMPLATE_BINDING,,
proyectos,PRJ0017,project,🗂️Base de datos del proyecto,38,PRJ0017,Nuevo colegio del Prado,Nuevo colegio del Prado,Soporte,Schoolpack,support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""project_name_raw"": ""Nuevo colegio del Prado"", ""project_name"": ""Nuevo colegio del Prado"", ""project_category"": ""Soporte"", ""project_status"": ""En curso"", ""project_priority"": ""Medio"", ""product_label"": ""Schoolpack"", ""project_start_date"": ""2025-09-08"", ""project_due_date"": """", ""project_end_date"": """", ""project_progress"": 0.0, ""project_done"": false, ""project_owner"": """", ""project_collaborators"": """", ""project_estimated_value"": ""$"", ""project_document_links"": """", ""project_status_update"": """", ""raci_responsible"": """", ""raci_accountable"": """", ""raci_consulted"": """", ""raci_informed"": """", ""task_count"": 20.0, ""overdue_task_count"": 0.0, ""meeting_count"": 0.0, ""call_count"": 0.0, ""email_count"": 0.0, ""communication_count"": 0.0, ""next_meeting_date"": ""N/A"", ""last_meeting_date"": ""N/A"", ""last_meeting_notes"": """", ""last_communication_date"": ""N/A"", ""last_communication_type"": """", ""last_communication_notes"": """"}",{},support,PROJECT_TO_TEMPLATE,DIRECT_PROJECT_TEMPLATE_BINDING,,
proyectos,PRJ0018,project,🗂️Base de datos del proyecto,39,PRJ0018,Colegio Gimnasio del Saber,Colegio Gimnasio del Saber,Soporte,Schoolpack,support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""project_name_raw"": ""Colegio Gimnasio del Saber"", ""project_name"": ""Colegio Gimnasio del Saber"", ""project_category"": ""Soporte"", ""project_status"": ""En curso"", ""project_priority"": ""Medio"", ""product_label"": ""Schoolpack"", ""project_start_date"": """", ""project_due_date"": """", ""project_end_date"": """", ""project_progress"": 0.0, ""project_done"": false, ""project_owner"": """", ""project_collaborators"": """", ""project_estimated_value"": ""$"", ""project_document_links"": """", ""project_status_update"": """", ""raci_responsible"": """", ""raci_accountable"": """", ""raci_consulted"": """", ""raci_informed"": """", ""task_count"": 49.0, ""overdue_task_count"": 0.0, ""meeting_count"": 0.0, ""call_count"": 0.0, ""email_count"": 0.0, ""communication_count"": 0.0, ""next_meeting_date"": ""N/A"", ""last_meeting_date"": ""N/A"", ""last_meeting_notes"": """", ""last_communication_date"": ""N/A"", ""last_communication_type"": """", ""last_communication_notes"": """"}",{},support,PROJECT_TO_TEMPLATE,DIRECT_PROJECT_TEMPLATE_BINDING,,
proyectos,PRJ0019,project,🗂️Base de datos del proyecto,40,PRJ0019,Instituto Alberto Merani,Instituto Alberto Merani,Soporte,Schoolpack,support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""project_name_raw"": ""Instituto Alberto Merani"", ""project_name"": ""Instituto Alberto Merani"", ""project_category"": ""Soporte"", ""project_status"": ""En curso"", ""project_priority"": ""Alto"", ""product_label"": ""Schoolpack"", ""project_start_date"": ""2025-09-26"", ""project_due_date"": """", ""project_end_date"": """", ""project_progress"": 0.0, ""project_done"": false, ""project_owner"": ""Jhoec Camayo"", ""project_collaborators"": """", ""project_estimated_value"": ""$"", ""project_document_links"": """", ""project_status_update"": """", ""raci_responsible"": ""Jhoec Camayo"", ""raci_accountable"": """", ""raci_consulted"": """", ""raci_informed"": """", ""task_count"": 9.0, ""overdue_task_count"": 1.0, ""meeting_count"": 0.0, ""call_count"": 0.0, ""email_count"": 0.0, ""communication_count"": 0.0, ""next_meeting_date"": ""N/A"", ""last_meeting_date"": ""N/A"", ""last_meeting_notes"": """", ""last_communication_date"": ""N/A"", ""last_communication_type"": """", ""last_communication_notes"": """"}",{},support,PROJECT_TO_TEMPLATE,DIRECT_PROJECT_TEMPLATE_BINDING,,
proyectos,PRJ0020,project,🗂️Base de datos del proyecto,41,PRJ0020,Comfaboy,Comfaboy,Soporte,Schoolpack,support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""project_name_raw"": ""Comfaboy"", ""project_name"": ""Comfaboy"", ""project_category"": ""Soporte"", ""project_status"": ""En curso"", ""project_priority"": ""Alto"", ""product_label"": ""Schoolpack"", ""project_start_date"": """", ""project_due_date"": """", ""project_end_date"": """", ""project_progress"": 0.0, ""project_done"": false, ""project_owner"": """", ""project_collaborators"": """", ""project_estimated_value"": ""$"", ""project_document_links"": """", ""project_status_update"": """", ""raci_responsible"": """", ""raci_accountable"": """", ""raci_consulted"": """", ""raci_informed"": """", ""task_count"": 30.0, ""overdue_task_count"": 0.0, ""meeting_count"": 0.0, ""call_count"": 0.0, ""email_count"": 0.0, ""communication_count"": 0.0, ""next_meeting_date"": ""N/A"", ""last_meeting_date"": ""N/A"", ""last_meeting_notes"": """", ""last_communication_date"": ""N/A"", ""last_communication_type"": """", ""last_communication_notes"": """"}",{},support,PROJECT_TO_TEMPLATE,DIRECT_PROJECT_TEMPLATE_BINDING,,
proyectos,PRJ0021,project,🗂️Base de datos del proyecto,42,PRJ0021,FESA,FESA,Soporte,Schoolpack,support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""project_name_raw"": ""FESA"", ""project_name"": ""FESA"", ""project_category"": ""Soporte"", ""project_status"": ""En curso"", ""project_priority"": ""Medio"", ""product_label"": ""Schoolpack"", ""project_start_date"": """", ""project_due_date"": """", ""project_end_date"": """", ""project_progress"": 0.0, ""project_done"": false, ""project_owner"": """", ""project_collaborators"": """", ""project_estimated_value"": ""$"", ""project_document_links"": """", ""project_status_update"": """", ""raci_responsible"": """", ""raci_accountable"": """", ""raci_consulted"": """", ""raci_informed"": """", ""task_count"": 17.0, ""overdue_task_count"": 0.0, ""meeting_count"": 0.0, ""call_count"": 0.0, ""email_count"": 0.0, ""communication_count"": 0.0, ""next_meeting_date"": ""N/A"", ""last_meeting_date"": ""N/A"", ""last_meeting_notes"": """", ""last_communication_date"": ""N/A"", ""last_communication_type"": """", ""last_communication_notes"": """"}",{},support,PROJECT_TO_TEMPLATE,DIRECT_PROJECT_TEMPLATE_BINDING,,
